,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,Year,eFG%,playoffs,made_playoffs
137,393.0,0.501,785.0,122.0,0.371,329.0,0.295,738.0,52.7,30.0,13.0,0.4,7.8,0.5,271.0,12.0,3.5,515.0,0.462,1114.0,294.0,0.8959999999999999,328.0,0.294,74.0,74.0,2420.0,7.3,39.0,1.8,9.2,26.2,185.0,1446.0,Chris Paul,PG,152.0,3.1,2015-16,194.0,13.4,310.0,7.0,0.575,LAC,27.1,6.0,12.7,0.253,2016.0,0.517,False,True
138,250.0,0.518,483.0,124.0,0.41100000000000003,302.0,0.385,563.0,46.8,31.0,8.0,0.3,8.7,1.0,263.0,14.9,2.6,374.0,0.47600000000000003,785.0,232.0,0.892,260.0,0.331,61.0,61.0,1921.0,7.8,41.0,2.5,8.0,26.2,146.0,1104.0,Chris Paul,PG,118.0,3.1,2016-17,147.0,14.0,304.0,8.8,0.614,LAC,24.4,5.2,10.6,0.264,2017.0,0.555,False,True
139,106.0,0.53,200.0,5.0,0.23800000000000002,21.0,0.095,135.0,50.1,22.0,2.0,0.4,12.3,2.5,43.0,9.8,0.5,111.0,0.502,221.0,62.0,0.785,79.0,0.35700000000000004,12.0,12.0,486.0,9.7,16.0,3.7,2.4,30.7,43.0,289.0,Chris Paul,PG,28.0,3.2,2007-08,22.0,7.9,59.0,6.8,0.565,NOH,27.8,1.8,2.9,0.289,2008.0,0.514,True,True
140,25.0,0.439,57.0,5.0,0.313,16.0,0.21899999999999997,52.0,60.2,23.0,0.0,0.0,-1.5,0.4,18.0,11.4,-0.1,30.0,0.41100000000000003,73.0,18.0,0.857,21.0,0.28800000000000003,5.0,5.0,201.0,-1.9,4.0,2.3,0.0,16.1,8.0,83.0,Chris Paul,PG,8.0,2.1,2008-09,24.0,22.6,22.0,6.7,0.505,NOH,25.1,0.0,-0.1,-0.035,2009.0,0.445,True,True
141,33.0,0.569,58.0,9.0,0.474,19.0,0.247,69.0,53.5,25.0,0.0,0.0,10.4,3.1,37.0,18.6,0.1,42.0,0.545,77.0,39.0,0.7959999999999999,49.0,0.636,6.0,6.0,250.0,7.4,3.0,1.6,1.1,28.9,11.0,132.0,Chris Paul,PG,11.0,2.5,2010-11,22.0,18.2,40.0,10.3,0.67,NOH,24.1,0.8,1.3,0.242,2011.0,0.604,True,True
142,57.0,0.456,125.0,13.0,0.33299999999999996,39.0,0.23800000000000002,87.0,37.7,26.0,1.0,0.2,4.8,2.8,50.0,14.5,0.4,70.0,0.42700000000000005,164.0,41.0,0.872,47.0,0.287,11.0,11.0,423.0,2.0,6.0,1.8,0.5,20.0,30.0,194.0,Chris Paul,PG,30.0,3.8,2011-12,43.0,18.9,56.0,8.1,0.525,LAC,26.0,0.7,0.9,0.10300000000000001,2012.0,0.466,True,True
143,43.0,0.589,73.0,6.0,0.316,19.0,0.207,38.0,33.0,27.0,0.0,0.0,9.0,1.8,21.0,11.6,0.0,49.0,0.5329999999999999,92.0,33.0,0.892,37.0,0.402,6.0,6.0,224.0,7.2,3.0,1.8,1.2,29.2,17.0,137.0,Chris Paul,PG,11.0,2.7,2012-13,9.0,7.7,24.0,6.9,0.633,LAC,25.4,0.6,1.2,0.267,2013.0,0.565,True,True
144,60.0,0.47200000000000003,127.0,32.0,0.457,70.0,0.355,134.0,45.4,28.0,0.0,0.0,8.3,2.3,43.0,10.8,0.5,92.0,0.467,197.0,41.0,0.774,53.0,0.26899999999999996,13.0,13.0,472.0,6.0,12.0,2.8,1.5,23.6,50.0,257.0,Chris Paul,PG,37.0,3.9,2013-14,39.0,15.0,55.0,6.7,0.583,LAC,23.9,1.2,1.9,0.195,2014.0,0.5479999999999999,True,True
145,68.0,0.5479999999999999,124.0,27.0,0.415,65.0,0.344,105.0,39.1,29.0,3.0,0.6,7.6,0.4,46.0,10.7,0.3,95.0,0.503,189.0,48.0,0.941,51.0,0.27,12.0,12.0,445.0,7.1,7.0,1.7,2.0,25.7,37.0,265.0,Chris Paul,PG,22.0,2.4,2014-15,26.0,11.0,53.0,6.3,0.627,LAC,23.2,1.1,2.3,0.248,2015.0,0.574,True,True
146,31.0,0.5539999999999999,56.0,6.0,0.3,20.0,0.263,29.0,48.5,30.0,0.0,0.0,14.2,0.6,12.0,9.4,0.2,37.0,0.48700000000000004,76.0,15.0,1.0,15.0,0.19699999999999998,4.0,4.0,125.0,13.6,4.0,3.2,0.7,33.2,12.0,95.0,Chris Paul,PG,9.0,3.7,2015-16,4.0,4.6,16.0,6.3,0.575,LAC,30.9,0.5,0.8,0.322,2016.0,0.526,True,True
147,53.0,0.546,97.0,14.0,0.368,38.0,0.281,69.0,52.9,31.0,1.0,0.4,12.2,2.6,31.0,15.6,0.4,67.0,0.496,135.0,29.0,0.879,33.0,0.244,7.0,7.0,260.0,9.6,4.0,1.9,1.0,27.8,24.0,177.0,Chris Paul,PG,12.0,2.5,2016-17,19.0,11.3,35.0,8.6,0.5920000000000001,LAC,31.2,0.9,1.3,0.24600000000000002,2017.0,0.5479999999999999,True,True
150,543.0,0.503,1079.0,6.0,0.28600000000000003,21.0,0.019,236.0,14.1,20.0,163.0,4.1,2.9,2.6,428.0,16.8,3.9,549.0,0.499,1100.0,205.0,0.754,272.0,0.247,77.0,77.0,2995.0,0.3,190.0,7.6,3.4,18.2,199.0,1309.0,Kevin Garnett,SF,105.0,1.9,1996-97,175.0,12.5,618.0,12.2,0.537,MIN,21.3,3.7,7.3,0.11599999999999999,1997.0,0.502,False,True
151,632.0,0.495,1277.0,3.0,0.188,16.0,0.012,348.0,18.2,21.0,150.0,3.3,4.8,2.9,564.0,19.7,4.2,635.0,0.491,1293.0,245.0,0.738,332.0,0.257,82.0,82.0,3222.0,1.9,222.0,7.9,5.3,20.4,224.0,1518.0,Kevin Garnett,PF,139.0,2.2,1997-98,192.0,11.8,786.0,13.9,0.527,MIN,22.5,5.5,9.6,0.14300000000000002,1998.0,0.49200000000000005,False,True
152,410.0,0.46299999999999997,886.0,4.0,0.28600000000000003,14.0,0.016,202.0,21.3,22.0,83.0,3.5,5.7,3.2,323.0,22.0,3.0,414.0,0.46,900.0,145.0,0.7040000000000001,206.0,0.22899999999999998,47.0,47.0,1780.0,2.5,166.0,9.7,2.4,22.4,152.0,977.0,Kevin Garnett,PF,78.0,2.3,1998-99,135.0,12.0,489.0,15.4,0.493,MIN,27.8,3.5,5.4,0.146,1999.0,0.462,False,True
153,729.0,0.504,1445.0,30.0,0.37,81.0,0.053,401.0,21.5,23.0,126.0,2.8,6.1,3.0,733.0,26.6,5.6,759.0,0.49700000000000005,1526.0,309.0,0.765,404.0,0.265,81.0,81.0,3243.0,3.1,223.0,7.9,6.1,23.6,205.0,1857.0,Kevin Garnett,PF,120.0,1.9,1999-00,268.0,13.6,956.0,17.1,0.545,MIN,27.4,6.6,11.6,0.172,2000.0,0.507,False,True
154,685.0,0.486,1409.0,19.0,0.28800000000000003,66.0,0.045,401.0,21.8,24.0,145.0,3.2,5.7,2.7,702.0,25.3,4.8,704.0,0.47700000000000004,1475.0,357.0,0.764,467.0,0.317,81.0,81.0,3202.0,3.0,219.0,7.7,7.0,23.9,204.0,1784.0,Kevin Garnett,PF,111.0,1.8,2000-01,230.0,12.0,921.0,16.4,0.531,MIN,27.0,6.2,11.8,0.17600000000000002,2001.0,0.484,False,True
155,622.0,0.484,1285.0,37.0,0.319,116.0,0.083,422.0,22.4,25.0,126.0,2.9,6.7,3.1,738.0,26.5,4.9,659.0,0.47,1401.0,359.0,0.8009999999999999,448.0,0.32,81.0,81.0,3175.0,3.6,243.0,9.0,7.9,23.8,184.0,1714.0,Kevin Garnett,PF,96.0,1.6,2001-02,229.0,12.5,981.0,17.8,0.536,MIN,26.0,7.0,12.8,0.19399999999999998,2002.0,0.484,False,True
156,723.0,0.513,1410.0,20.0,0.282,71.0,0.048,495.0,25.8,26.0,129.0,2.8,8.7,3.7,858.0,28.5,5.8,743.0,0.502,1481.0,377.0,0.7509999999999999,502.0,0.33899999999999997,82.0,82.0,3321.0,5.0,244.0,8.6,9.8,26.4,199.0,1883.0,Kevin Garnett,PF,113.0,1.8,2002-03,229.0,11.9,1102.0,18.8,0.5529999999999999,MIN,26.4,9.0,15.6,0.225,2003.0,0.508,False,True
157,793.0,0.506,1568.0,11.0,0.256,43.0,0.027000000000000003,409.0,24.4,27.0,178.0,4.0,9.9,5.0,894.0,30.0,8.0,804.0,0.499,1611.0,368.0,0.7909999999999999,465.0,0.289,82.0,82.0,3231.0,4.9,245.0,9.1,10.4,29.4,202.0,1987.0,Kevin Garnett,PF,120.0,2.0,2003-04,212.0,10.5,1139.0,20.1,0.547,MIN,29.6,9.8,18.3,0.272,2004.0,0.502,False,True
161,534.0,0.545,979.0,0.0,0.0,11.0,0.011000000000000001,244.0,19.9,31.0,89.0,3.1,7.4,4.7,520.0,25.1,6.2,534.0,0.539,990.0,269.0,0.8009999999999999,336.0,0.33899999999999997,71.0,71.0,2328.0,2.7,135.0,7.3,6.6,25.3,163.0,1337.0,Kevin Garnett,PF,100.0,2.3,2007-08,138.0,10.8,655.0,16.8,0.588,BOS,25.5,5.5,12.9,0.265,2008.0,0.539,False,True
163,401.0,0.523,767.0,1.0,0.2,5.0,0.006,185.0,15.7,33.0,57.0,2.2,2.6,2.6,428.0,24.8,3.8,402.0,0.521,772.0,185.0,0.8370000000000001,221.0,0.28600000000000003,69.0,69.0,2060.0,0.0,78.0,4.8,3.6,19.4,170.0,990.0,Kevin Garnett,PF,68.0,1.7,2009-10,101.0,10.4,506.0,15.1,0.569,BOS,22.1,2.4,7.3,0.171,2010.0,0.521,False,True
164,433.0,0.53,817.0,1.0,0.2,5.0,0.006,171.0,13.5,34.0,57.0,2.0,4.0,4.1,548.0,28.7,5.6,434.0,0.528,822.0,187.0,0.862,217.0,0.264,71.0,71.0,2220.0,0.0,83.0,4.9,3.4,20.6,148.0,1056.0,Kevin Garnett,PF,95.0,2.3,2010-11,115.0,11.1,631.0,17.5,0.575,BOS,22.3,3.4,9.0,0.19399999999999998,2011.0,0.529,False,True
165,388.0,0.505,768.0,3.0,0.33299999999999996,9.0,0.012,175.0,17.9,35.0,61.0,2.5,3.6,3.3,428.0,25.8,4.3,391.0,0.503,777.0,162.0,0.857,189.0,0.243,60.0,60.0,1864.0,0.2,66.0,4.4,2.6,20.4,141.0,947.0,Kevin Garnett,C,56.0,1.6,2011-12,107.0,11.1,494.0,15.6,0.55,BOS,24.9,2.6,6.9,0.17800000000000002,2012.0,0.505,False,True
166,420.0,0.504,834.0,2.0,0.125,16.0,0.019,159.0,14.4,36.0,62.0,2.4,1.0,2.3,455.0,25.8,3.8,422.0,0.496,850.0,158.0,0.7859999999999999,201.0,0.23600000000000002,68.0,68.0,2022.0,-1.2,75.0,4.5,1.8,19.2,154.0,1004.0,Kevin Garnett,C,78.0,2.0,2012-13,110.0,10.5,530.0,15.5,0.535,BOS,24.5,1.5,5.6,0.133,2013.0,0.498,False,True
167,157.0,0.445,353.0,0.0,0.0,3.0,0.008,82.0,12.4,37.0,40.0,3.0,-1.9,2.8,298.0,32.1,1.9,157.0,0.441,356.0,38.0,0.809,47.0,0.132,54.0,54.0,1109.0,-4.7,60.0,6.5,-0.7,13.3,123.0,352.0,Kevin Garnett,C,43.0,2.0,2013-14,69.0,15.5,358.0,19.3,0.467,BRK,18.9,0.0,1.2,0.054000000000000006,2014.0,0.441,False,True
172,23.0,0.46,50.0,1.0,1.0,1.0,0.02,11.0,13.7,20.0,3.0,2.3,1.6,4.1,14.0,15.1,-0.1,24.0,0.47100000000000003,51.0,3.0,1.0,3.0,0.059000000000000004,3.0,3.0,125.0,-2.5,14.0,11.4,0.2,19.3,6.0,52.0,Kevin Garnett,SF,4.0,1.7,1996-97,4.0,7.1,28.0,13.0,0.49700000000000005,MIN,20.4,0.1,0.1,0.047,1997.0,0.48,True,True
173,36.0,0.48,75.0,0.0,,0.0,0.0,20.0,20.4,21.0,12.0,5.4,1.6,5.7,31.0,20.6,0.1,36.0,0.48,75.0,7.0,0.778,9.0,0.12,5.0,5.0,194.0,-4.2,17.0,9.7,-0.1,15.5,17.0,79.0,Kevin Garnett,PF,4.0,1.1,1997-98,22.0,21.8,48.0,14.8,0.5,MIN,24.3,0.2,0.0,-0.002,1998.0,0.48,True,True
174,35.0,0.455,77.0,0.0,0.0,2.0,0.025,15.0,19.1,22.0,8.0,3.6,6.4,4.6,32.0,22.6,0.3,35.0,0.44299999999999995,79.0,17.0,0.7390000000000001,23.0,0.29100000000000004,4.0,4.0,170.0,1.9,16.0,10.2,0.2,24.1,10.0,87.0,Kevin Garnett,PF,7.0,2.3,1998-99,13.0,12.7,48.0,16.1,0.488,MIN,28.1,0.4,0.5,0.135,1999.0,0.44299999999999995,True,True
175,28.0,0.373,75.0,2.0,0.667,3.0,0.038,35.0,38.0,23.0,3.0,1.5,6.2,4.8,30.0,25.1,0.2,30.0,0.385,78.0,13.0,0.813,16.0,0.205,4.0,4.0,171.0,1.4,13.0,9.9,0.2,20.5,12.0,75.0,Kevin Garnett,PF,5.0,1.7,1999-00,11.0,11.5,43.0,17.2,0.441,MIN,28.1,0.4,0.4,0.102,2000.0,0.397,True,True
176,27.0,0.491,55.0,0.0,0.0,3.0,0.052000000000000005,17.0,21.6,24.0,6.0,2.9,9.4,4.5,38.0,26.6,0.3,27.0,0.466,58.0,30.0,0.833,36.0,0.621,4.0,4.0,165.0,4.9,10.0,6.6,0.6,24.9,13.0,84.0,Kevin Garnett,PF,4.0,1.3,2000-01,6.0,7.5,48.0,16.3,0.569,MIN,22.8,0.5,0.9,0.255,2001.0,0.466,True,True
177,23.0,0.426,54.0,1.0,0.5,2.0,0.036000000000000004,15.0,20.4,25.0,5.0,3.0,5.1,6.0,40.0,34.1,0.0,24.0,0.429,56.0,23.0,0.7190000000000001,32.0,0.5710000000000001,3.0,3.0,130.0,-1.0,16.0,12.5,0.3,25.5,11.0,72.0,Kevin Garnett,PF,5.0,1.9,2001-02,12.0,14.6,56.0,22.8,0.514,MIN,27.1,0.2,0.3,0.121,2002.0,0.43799999999999994,True,True
178,68.0,0.527,129.0,3.0,0.33299999999999996,9.0,0.065,31.0,23.4,26.0,10.0,2.8,5.8,5.0,83.0,32.5,0.4,71.0,0.514,138.0,17.0,0.607,28.0,0.203,6.0,6.0,265.0,0.7,11.0,5.2,0.4,25.0,23.0,162.0,Kevin Garnett,PF,10.0,1.9,2002-03,18.0,10.7,94.0,20.1,0.539,MIN,28.7,0.5,0.8,0.141,2003.0,0.525,True,True
179,163.0,0.45799999999999996,356.0,5.0,0.313,16.0,0.043,92.0,24.1,27.0,41.0,3.9,6.2,5.5,224.0,31.3,1.3,168.0,0.452,372.0,97.0,0.7759999999999999,125.0,0.336,18.0,18.0,783.0,0.8,39.0,6.0,1.4,25.0,57.0,438.0,Kevin Garnett,PF,24.0,1.6,2003-04,75.0,14.9,263.0,19.3,0.513,MIN,30.3,1.6,2.7,0.163,2004.0,0.45799999999999996,True,True
180,215.0,0.5,430.0,2.0,0.25,8.0,0.018000000000000002,87.0,18.4,31.0,29.0,2.5,6.4,3.5,202.0,25.3,2.0,217.0,0.495,438.0,94.0,0.81,116.0,0.265,26.0,26.0,987.0,2.9,72.0,9.3,2.1,23.0,74.0,530.0,Kevin Garnett,PF,35.0,2.0,2007-08,55.0,10.1,274.0,17.5,0.542,BOS,26.6,2.1,4.1,0.19899999999999998,2008.0,0.498,True,True
181,149.0,0.498,299.0,0.0,0.0,2.0,0.006999999999999999,58.0,14.7,33.0,20.0,2.3,3.9,3.3,138.0,21.4,1.6,149.0,0.495,301.0,47.0,0.8390000000000001,56.0,0.18600000000000003,23.0,23.0,766.0,0.6,32.0,5.3,0.7,17.6,74.0,345.0,Kevin Garnett,PF,26.0,1.8,2009-10,31.0,8.7,170.0,13.6,0.53,BOS,22.2,1.1,2.4,0.14800000000000002,2010.0,0.495,True,True
182,56.0,0.444,126.0,0.0,0.0,1.0,0.008,23.0,12.4,34.0,9.0,2.3,2.2,4.2,77.0,27.3,0.7,56.0,0.441,127.0,22.0,0.759,29.0,0.228,9.0,9.0,328.0,-2.0,21.0,8.3,0.0,17.3,27.0,134.0,Kevin Garnett,PF,17.0,2.8,2010-11,19.0,12.0,98.0,18.3,0.479,BOS,23.2,0.3,0.8,0.113,2011.0,0.441,True,True
183,158.0,0.5,316.0,1.0,0.25,4.0,0.013000000000000001,30.0,8.5,35.0,29.0,3.2,2.1,2.6,175.0,27.3,1.6,159.0,0.49700000000000005,320.0,65.0,0.813,80.0,0.25,20.0,20.0,737.0,-0.5,31.0,5.2,0.7,20.5,59.0,384.0,Kevin Garnett,C,23.0,1.7,2011-12,44.0,11.0,206.0,16.6,0.541,BOS,26.5,0.8,2.3,0.149,2012.0,0.498,True,True
184,30.0,0.517,58.0,0.0,0.0,2.0,0.033,21.0,22.4,36.0,6.0,2.5,4.1,5.6,73.0,37.9,0.6,30.0,0.5,60.0,16.0,0.941,17.0,0.28300000000000003,6.0,6.0,212.0,-1.5,9.0,5.6,0.0,17.3,23.0,76.0,Kevin Garnett,C,5.0,1.3,2012-13,19.0,22.0,82.0,23.2,0.563,BOS,20.8,0.3,0.6,0.145,2013.0,0.5,True,True
185,33.0,0.541,61.0,0.0,0.0,2.0,0.032,16.0,10.8,37.0,5.0,1.9,2.3,4.3,57.0,30.3,0.3,33.0,0.524,63.0,17.0,0.7390000000000001,23.0,0.365,12.0,12.0,250.0,-2.0,19.0,9.1,0.3,17.2,25.0,83.0,Kevin Garnett,C,9.0,2.0,2013-14,13.0,15.1,76.0,19.2,0.568,BRK,16.8,0.3,0.6,0.12300000000000001,2014.0,0.524,True,True
186,828.0,0.526,1573.0,9.0,0.17300000000000001,52.0,0.032,481.0,25.3,21.0,69.0,1.3,8.2,1.4,367.0,13.2,3.7,837.0,0.515,1625.0,630.0,0.845,746.0,0.45899999999999996,82.0,82.0,3144.0,6.8,167.0,6.3,10.3,25.8,285.0,2313.0,Michael Jordan,SG,196.0,3.0,1984-85,291.0,13.0,534.0,9.8,0.5920000000000001,CHI,29.8,8.1,14.0,0.213,1985.0,0.518,False,True
187,147.0,0.474,310.0,3.0,0.16699999999999998,18.0,0.055,53.0,21.7,22.0,21.0,2.7,4.7,-0.5,41.0,10.7,0.5,150.0,0.457,328.0,105.0,0.84,125.0,0.381,18.0,7.0,451.0,5.1,23.0,5.6,1.0,27.5,46.0,408.0,Michael Jordan,SG,37.0,3.9,1985-86,45.0,10.5,64.0,8.0,0.5329999999999999,CHI,38.6,0.8,1.5,0.16,1986.0,0.462,False,True
188,1086.0,0.491,2213.0,12.0,0.182,66.0,0.028999999999999998,377.0,22.2,23.0,125.0,2.3,8.6,0.6,264.0,9.3,5.0,1098.0,0.48200000000000004,2279.0,833.0,0.857,972.0,0.42700000000000005,82.0,82.0,3281.0,8.0,166.0,5.6,11.9,29.8,237.0,3041.0,Michael Jordan,SG,236.0,3.6,1986-87,272.0,9.1,430.0,7.4,0.562,CHI,38.3,8.8,16.9,0.247,1987.0,0.484,False,True
189,1062.0,0.546,1945.0,7.0,0.132,53.0,0.027000000000000003,485.0,27.0,24.0,131.0,2.4,12.2,2.3,310.0,10.7,6.1,1069.0,0.535,1998.0,723.0,0.841,860.0,0.43,82.0,82.0,3311.0,9.8,139.0,4.8,15.2,31.7,270.0,2868.0,Michael Jordan,SG,259.0,3.9,1987-88,252.0,9.6,449.0,7.8,0.603,CHI,34.1,11.8,21.2,0.308,1988.0,0.537,False,True
190,939.0,0.5529999999999999,1697.0,27.0,0.276,98.0,0.055,650.0,34.7,25.0,65.0,1.2,12.6,2.7,503.0,17.3,5.2,966.0,0.5379999999999999,1795.0,674.0,0.85,793.0,0.442,81.0,81.0,3255.0,9.8,149.0,5.5,14.6,31.1,247.0,2633.0,Michael Jordan,SG,234.0,3.6,1988-89,290.0,11.9,652.0,11.6,0.614,CHI,32.1,12.0,19.8,0.292,1989.0,0.546,False,True
191,942.0,0.5479999999999999,1719.0,92.0,0.376,245.0,0.125,519.0,28.6,26.0,54.0,1.1,10.6,0.8,422.0,15.6,4.3,1034.0,0.526,1964.0,593.0,0.848,699.0,0.35600000000000004,82.0,82.0,3197.0,9.7,143.0,5.3,14.7,31.2,241.0,2753.0,Michael Jordan,SG,227.0,3.5,1989-90,247.0,9.8,565.0,10.4,0.606,CHI,33.7,10.1,19.0,0.285,1990.0,0.55,False,True
192,961.0,0.551,1744.0,29.0,0.312,93.0,0.051,453.0,25.2,27.0,83.0,1.7,10.8,1.8,374.0,14.3,5.4,990.0,0.539,1837.0,571.0,0.851,671.0,0.365,82.0,82.0,3034.0,8.9,118.0,4.6,14.9,31.6,229.0,2580.0,Michael Jordan,SG,223.0,3.7,1990-91,202.0,8.7,492.0,9.5,0.605,CHI,32.9,9.8,20.3,0.321,1991.0,0.547,False,True
193,916.0,0.5329999999999999,1718.0,27.0,0.27,100.0,0.055,489.0,25.7,28.0,75.0,1.5,8.6,1.7,420.0,15.3,5.6,943.0,0.519,1818.0,491.0,0.8320000000000001,590.0,0.325,80.0,80.0,3102.0,6.9,91.0,3.5,12.1,27.7,201.0,2404.0,Michael Jordan,SG,182.0,3.0,1991-92,200.0,8.8,511.0,9.5,0.579,CHI,31.7,8.3,17.7,0.27399999999999997,1992.0,0.526,False,True
194,911.0,0.514,1773.0,81.0,0.35200000000000004,230.0,0.115,428.0,25.2,29.0,61.0,1.3,9.5,1.2,387.0,15.1,5.2,992.0,0.495,2003.0,476.0,0.8370000000000001,569.0,0.284,78.0,78.0,3067.0,8.3,135.0,4.9,12.0,29.7,188.0,2541.0,Michael Jordan,SG,221.0,3.7,1992-93,207.0,8.4,522.0,9.8,0.564,CHI,34.7,8.9,17.2,0.27,1993.0,0.515,False,True
195,150.0,0.40299999999999997,372.0,16.0,0.5,32.0,0.079,90.0,24.2,31.0,13.0,1.5,2.7,0.7,92.0,16.2,1.1,166.0,0.41100000000000003,404.0,109.0,0.8009999999999999,136.0,0.337,17.0,17.0,668.0,2.0,25.0,4.4,1.2,22.1,47.0,457.0,Michael Jordan,SG,30.0,2.3,1994-95,35.0,7.0,117.0,10.3,0.493,CHI,33.2,0.8,2.3,0.16699999999999998,1995.0,0.431,False,True
196,805.0,0.506,1590.0,111.0,0.42700000000000005,260.0,0.141,352.0,21.2,32.0,42.0,1.0,8.6,1.4,395.0,14.9,6.2,916.0,0.495,1850.0,548.0,0.8340000000000001,657.0,0.355,82.0,82.0,3090.0,7.2,148.0,5.6,14.2,29.4,195.0,2491.0,Michael Jordan,SG,180.0,3.1,1995-96,197.0,8.4,543.0,10.2,0.5820000000000001,CHI,33.3,8.3,20.4,0.317,1996.0,0.525,False,True
197,809.0,0.507,1595.0,111.0,0.374,297.0,0.157,352.0,21.2,33.0,44.0,1.1,6.7,0.2,369.0,13.2,5.0,920.0,0.486,1892.0,480.0,0.833,576.0,0.304,82.0,82.0,3106.0,6.5,113.0,4.2,13.3,27.8,156.0,2431.0,Michael Jordan,SG,140.0,2.4,1996-97,166.0,7.2,482.0,8.8,0.5670000000000001,CHI,33.2,6.8,18.3,0.28300000000000003,1997.0,0.516,False,True
198,851.0,0.48200000000000004,1767.0,30.0,0.23800000000000002,126.0,0.067,283.0,18.0,34.0,45.0,1.0,4.6,0.0,345.0,12.5,5.4,881.0,0.465,1893.0,565.0,0.784,721.0,0.381,82.0,82.0,3181.0,4.6,130.0,4.7,10.4,25.2,151.0,2357.0,Michael Jordan,SG,141.0,2.4,1997-98,185.0,7.7,475.0,8.5,0.5329999999999999,CHI,33.7,5.3,15.8,0.23800000000000002,1998.0,0.473,False,True
201,33.0,0.47100000000000003,70.0,1.0,0.125,8.0,0.10300000000000001,34.0,31.3,21.0,4.0,1.5,8.2,3.3,16.0,12.6,0.1,34.0,0.436,78.0,48.0,0.828,58.0,0.7440000000000001,4.0,4.0,171.0,4.9,7.0,4.7,0.6,24.7,15.0,117.0,Michael Jordan,SG,11.0,3.2,1984-85,15.0,12.7,23.0,8.4,0.565,CHI,28.7,0.4,0.7,0.198,1985.0,0.442,True,True
202,47.0,0.5,94.0,1.0,1.0,1.0,0.011000000000000001,17.0,26.5,22.0,4.0,1.9,10.2,3.8,14.0,13.6,0.0,48.0,0.505,95.0,34.0,0.872,39.0,0.41100000000000003,3.0,3.0,135.0,6.4,5.0,4.0,0.4,30.1,13.0,131.0,Michael Jordan,SG,7.0,2.5,1985-86,14.0,11.1,19.0,8.4,0.584,CHI,39.2,0.4,0.5,0.161,1986.0,0.511,True,True
203,33.0,0.418,79.0,2.0,0.4,5.0,0.06,18.0,30.4,23.0,7.0,3.4,10.0,4.2,14.0,15.0,0.1,35.0,0.41700000000000004,84.0,35.0,0.897,39.0,0.46399999999999997,3.0,3.0,128.0,5.9,7.0,6.3,0.3,28.1,11.0,107.0,Michael Jordan,SG,6.0,2.5,1986-87,8.0,7.3,21.0,10.2,0.529,CHI,38.8,0.4,0.4,0.165,1987.0,0.429,True,True
204,137.0,0.5329999999999999,257.0,1.0,0.33299999999999996,3.0,0.012,47.0,23.1,24.0,11.0,1.5,11.2,2.2,48.0,12.7,0.8,138.0,0.531,260.0,86.0,0.8690000000000001,99.0,0.381,10.0,10.0,427.0,9.1,23.0,5.8,1.3,28.4,38.0,363.0,Michael Jordan,SG,24.0,2.9,1987-88,39.0,11.4,71.0,9.2,0.598,CHI,35.2,1.4,2.1,0.23399999999999999,1988.0,0.5329999999999999,True,True
205,189.0,0.532,355.0,10.0,0.28600000000000003,35.0,0.09,130.0,38.0,25.0,13.0,1.2,12.8,3.2,93.0,14.4,1.2,199.0,0.51,390.0,183.0,0.799,229.0,0.5870000000000001,17.0,17.0,718.0,9.7,26.0,4.4,2.8,29.9,65.0,591.0,Michael Jordan,SG,42.0,3.1,1988-89,68.0,12.2,119.0,9.6,0.602,CHI,35.4,2.7,4.0,0.27,1989.0,0.523,True,True
206,203.0,0.54,376.0,16.0,0.32,50.0,0.11699999999999999,109.0,34.5,26.0,14.0,1.5,14.3,3.0,91.0,16.6,1.3,219.0,0.514,426.0,133.0,0.836,159.0,0.373,16.0,16.0,674.0,11.3,24.0,4.2,2.7,31.7,54.0,587.0,Michael Jordan,SG,45.0,3.5,1989-90,56.0,10.1,115.0,10.2,0.5920000000000001,CHI,36.1,2.8,4.0,0.284,1990.0,0.5329999999999999,True,True
207,187.0,0.534,350.0,10.0,0.385,26.0,0.069,142.0,36.7,27.0,23.0,2.4,13.8,3.0,90.0,16.0,1.5,197.0,0.524,376.0,125.0,0.845,148.0,0.39399999999999996,17.0,17.0,689.0,10.8,18.0,3.4,3.2,32.0,53.0,529.0,Michael Jordan,SG,40.0,3.2,1990-91,43.0,8.9,108.0,9.9,0.6,CHI,32.7,2.8,4.8,0.33299999999999996,1991.0,0.537,True,True
208,273.0,0.508,537.0,17.0,0.386,44.0,0.076,127.0,28.3,28.0,16.0,1.2,9.6,1.4,100.0,13.2,1.7,290.0,0.499,581.0,162.0,0.857,189.0,0.325,22.0,22.0,920.0,8.2,37.0,4.9,2.4,27.2,62.0,759.0,Michael Jordan,SG,44.0,2.6,1991-92,81.0,10.9,137.0,9.1,0.5710000000000001,CHI,37.1,2.7,4.1,0.21600000000000003,1992.0,0.514,True,True
