,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,Year,eFG%,playoffs,made_playoffs
2,748.0,0.518,1444.0,127.0,0.335,379.0,0.20800000000000002,521.0,32.8,21.0,66.0,1.5,9.3,1.4,481.0,17.1,4.3,875.0,0.48,1823.0,601.0,0.738,814.0,0.447,79.0,79.0,3361.0,7.9,75.0,2.6,12.0,28.1,181.0,2478.0,LeBron James,SF,123.0,2.0,2005-06,260.0,10.7,556.0,9.8,0.568,CLE,33.6,9.5,16.3,0.23199999999999998,2006.0,0.515,False,True
3,673.0,0.513,1311.0,99.0,0.319,310.0,0.191,470.0,29.1,22.0,55.0,1.3,7.4,2.0,443.0,16.6,5.7,772.0,0.47600000000000003,1621.0,489.0,0.698,701.0,0.43200000000000005,78.0,78.0,3190.0,5.4,83.0,3.0,8.0,24.5,171.0,2132.0,LeBron James,SF,125.0,2.1,2006-07,250.0,11.5,526.0,9.6,0.552,CLE,31.0,7.6,13.7,0.20600000000000002,2007.0,0.507,False,True
4,681.0,0.531,1283.0,113.0,0.315,359.0,0.21899999999999997,539.0,37.3,23.0,81.0,2.1,11.2,2.3,459.0,17.8,4.6,794.0,0.484,1642.0,549.0,0.7120000000000001,771.0,0.47,75.0,74.0,3027.0,9.0,133.0,4.9,10.7,29.1,165.0,2250.0,LeBron James,SF,138.0,2.4,2007-08,255.0,11.4,592.0,11.1,0.568,CLE,33.5,10.1,15.2,0.242,2008.0,0.518,False,True
5,657.0,0.535,1229.0,132.0,0.344,384.0,0.23800000000000002,587.0,38.0,24.0,93.0,2.4,13.0,3.6,507.0,19.0,6.5,789.0,0.489,1613.0,594.0,0.78,762.0,0.47200000000000003,81.0,81.0,3054.0,9.4,106.0,4.3,13.7,31.7,139.0,2304.0,LeBron James,SF,137.0,2.4,2008-09,241.0,11.0,613.0,11.9,0.591,CLE,33.8,11.6,20.3,0.318,2009.0,0.53,False,True
6,639.0,0.56,1141.0,129.0,0.33299999999999996,387.0,0.253,651.0,41.8,25.0,77.0,2.0,12.5,2.8,483.0,18.5,5.2,768.0,0.503,1528.0,593.0,0.767,773.0,0.506,76.0,76.0,2966.0,9.7,71.0,3.0,13.3,31.1,119.0,2258.0,LeBron James,SF,125.0,2.2,2009-10,261.0,12.3,554.0,11.1,0.604,CLE,33.5,10.9,18.5,0.299,2010.0,0.545,False,True
7,666.0,0.552,1206.0,92.0,0.33,279.0,0.188,554.0,34.9,26.0,50.0,1.3,8.6,2.1,510.0,18.7,5.3,758.0,0.51,1485.0,503.0,0.759,663.0,0.446,79.0,79.0,3063.0,6.5,80.0,3.3,10.3,27.3,163.0,2111.0,LeBron James,SF,124.0,2.1,2010-11,284.0,13.8,590.0,11.4,0.594,MIA,31.5,8.2,15.6,0.244,2011.0,0.541,False,True
8,567.0,0.556,1020.0,54.0,0.36200000000000004,149.0,0.127,387.0,33.6,27.0,50.0,1.7,11.0,2.7,398.0,19.7,4.5,621.0,0.531,1169.0,387.0,0.7709999999999999,502.0,0.429,62.0,62.0,2326.0,8.3,94.0,5.0,10.0,30.7,96.0,1683.0,LeBron James,SF,115.0,2.6,2011-12,213.0,13.3,492.0,12.6,0.605,MIA,32.0,7.6,14.5,0.298,2012.0,0.5539999999999999,False,True
9,662.0,0.602,1100.0,103.0,0.406,254.0,0.188,551.0,36.4,28.0,67.0,1.9,11.6,2.4,513.0,20.8,4.7,765.0,0.565,1354.0,403.0,0.753,535.0,0.395,76.0,76.0,2877.0,9.2,97.0,4.4,14.6,31.6,110.0,2036.0,LeBron James,PF,129.0,2.4,2012-13,226.0,12.4,610.0,13.1,0.64,MIA,30.2,9.8,19.3,0.322,2013.0,0.603,False,True
10,651.0,0.622,1047.0,116.0,0.379,306.0,0.226,488.0,32.0,29.0,26.0,0.8,8.9,0.9,452.0,18.9,3.7,767.0,0.5670000000000001,1353.0,439.0,0.75,585.0,0.43200000000000005,77.0,77.0,2902.0,8.0,81.0,3.6,12.3,29.3,126.0,2089.0,LeBron James,PF,121.0,2.2,2013-14,270.0,14.4,533.0,11.5,0.649,MIA,31.0,8.0,15.9,0.264,2014.0,0.61,False,True
11,504.0,0.536,940.0,120.0,0.354,339.0,0.265,511.0,38.6,30.0,49.0,1.6,7.4,1.2,365.0,16.6,2.9,624.0,0.488,1279.0,375.0,0.71,528.0,0.413,69.0,69.0,2493.0,6.2,51.0,2.4,7.4,25.9,135.0,1743.0,LeBron James,SF,109.0,2.3,2014-15,272.0,15.3,416.0,9.6,0.5770000000000001,CLE,32.3,5.9,10.4,0.19899999999999998,2015.0,0.535,False,True
12,650.0,0.573,1134.0,87.0,0.309,282.0,0.19899999999999998,514.0,36.0,31.0,49.0,1.5,9.1,2.3,454.0,18.8,4.0,737.0,0.52,1416.0,359.0,0.731,491.0,0.34700000000000003,76.0,76.0,2709.0,6.9,111.0,4.7,9.6,27.5,143.0,1920.0,LeBron James,SF,104.0,2.0,2015-16,249.0,13.2,565.0,11.8,0.588,CLE,31.4,7.6,13.6,0.242,2016.0,0.551,False,True
13,612.0,0.611,1002.0,124.0,0.363,342.0,0.254,646.0,41.3,32.0,44.0,1.3,8.4,1.6,543.0,20.7,3.0,736.0,0.5479999999999999,1344.0,358.0,0.674,531.0,0.395,74.0,74.0,2794.0,6.8,97.0,4.0,9.8,27.0,134.0,1954.0,LeBron James,SF,92.0,1.6,2016-17,303.0,16.1,640.0,12.6,0.619,CLE,30.0,7.3,12.9,0.221,2017.0,0.594,False,True
14,125.0,0.512,244.0,21.0,0.33299999999999996,63.0,0.205,76.0,28.1,21.0,9.0,1.3,7.3,2.1,83.0,16.2,0.7,146.0,0.47600000000000003,307.0,87.0,0.737,118.0,0.384,13.0,13.0,604.0,5.2,22.0,4.4,1.0,23.2,44.0,400.0,LeBron James,SF,18.0,1.7,2005-06,65.0,15.3,105.0,10.3,0.557,CLE,33.5,1.4,1.7,0.135,2006.0,0.51,True,True
15,145.0,0.44799999999999995,324.0,21.0,0.28,75.0,0.188,159.0,37.4,22.0,10.0,1.0,8.5,2.2,135.0,17.9,1.6,166.0,0.41600000000000004,399.0,148.0,0.755,196.0,0.491,20.0,20.0,893.0,6.3,26.0,3.4,2.1,23.9,40.0,501.0,LeBron James,SF,34.0,2.1,2006-07,66.0,12.0,161.0,10.6,0.516,CLE,29.7,2.4,3.7,0.2,2007.0,0.442,True,True
16,95.0,0.46299999999999997,205.0,18.0,0.257,70.0,0.255,99.0,40.5,23.0,17.0,2.6,11.3,4.3,86.0,19.3,1.2,113.0,0.41100000000000003,275.0,122.0,0.731,167.0,0.607,13.0,13.0,552.0,7.0,16.0,3.4,1.0,24.3,33.0,366.0,LeBron James,SF,23.0,2.3,2007-08,54.0,13.4,102.0,11.2,0.525,CLE,34.7,1.9,2.2,0.187,2008.0,0.444,True,True
17,132.0,0.5710000000000001,231.0,27.0,0.33299999999999996,81.0,0.26,102.0,39.5,24.0,12.0,1.8,18.2,3.4,109.0,23.6,1.1,159.0,0.51,312.0,149.0,0.7490000000000001,199.0,0.638,14.0,14.0,580.0,14.8,19.0,4.3,3.7,37.4,30.0,494.0,LeBron James,SF,23.0,2.2,2008-09,38.0,8.7,128.0,14.2,0.618,CLE,36.4,2.9,4.8,0.39899999999999997,2009.0,0.5529999999999999,True,True
18,86.0,0.534,161.0,20.0,0.4,50.0,0.237,84.0,36.8,25.0,20.0,3.0,11.2,3.7,87.0,22.1,0.8,106.0,0.502,211.0,88.0,0.733,120.0,0.569,11.0,11.0,460.0,7.5,15.0,4.0,1.5,28.6,23.0,320.0,LeBron James,SF,19.0,2.1,2009-10,42.0,13.7,102.0,13.3,0.607,CLE,30.9,1.5,2.3,0.242,2010.0,0.55,True,True
19,144.0,0.5,288.0,30.0,0.353,85.0,0.228,123.0,27.6,26.0,25.0,2.2,7.8,2.8,142.0,18.2,1.4,174.0,0.466,373.0,119.0,0.763,156.0,0.418,21.0,21.0,922.0,5.0,34.0,4.6,2.4,23.7,56.0,497.0,LeBron James,SF,35.0,2.1,2010-11,66.0,13.0,176.0,11.6,0.563,MIA,26.9,2.3,3.8,0.198,2011.0,0.507,True,True
20,229.0,0.5489999999999999,417.0,22.0,0.259,85.0,0.16899999999999998,129.0,28.1,27.0,16.0,1.3,11.0,2.8,170.0,20.5,1.6,251.0,0.5,502.0,173.0,0.7390000000000001,234.0,0.466,23.0,23.0,983.0,8.1,54.0,6.8,4.2,30.3,47.0,697.0,LeBron James,SF,43.0,2.4,2011-12,81.0,11.8,224.0,13.8,0.5760000000000001,MIA,33.4,3.2,5.8,0.284,2012.0,0.522,True,True
21,176.0,0.524,336.0,36.0,0.375,96.0,0.222,152.0,30.5,28.0,18.0,1.6,10.2,2.9,156.0,19.7,1.5,212.0,0.491,432.0,136.0,0.777,175.0,0.405,23.0,23.0,960.0,7.3,37.0,4.8,3.7,28.1,43.0,596.0,LeBron James,PF,41.0,2.3,2012-13,70.0,12.1,193.0,12.4,0.585,MIA,29.2,2.9,5.2,0.26,2013.0,0.532,True,True
22,157.0,0.618,254.0,35.0,0.40700000000000003,86.0,0.253,95.0,25.6,29.0,11.0,1.4,10.4,2.9,127.0,21.4,0.9,192.0,0.565,340.0,129.0,0.8059999999999999,160.0,0.47100000000000003,20.0,20.0,763.0,7.5,14.0,2.5,3.4,31.1,46.0,548.0,LeBron James,PF,36.0,2.7,2013-14,61.0,12.9,141.0,12.3,0.6679999999999999,MIA,31.6,2.4,4.3,0.27,2014.0,0.616,True,True
23,202.0,0.465,434.0,25.0,0.22699999999999998,110.0,0.20199999999999999,169.0,45.2,30.0,21.0,2.1,11.0,5.1,189.0,24.3,1.5,227.0,0.41700000000000004,544.0,122.0,0.731,167.0,0.307,20.0,20.0,844.0,5.9,37.0,4.9,1.6,25.3,58.0,601.0,LeBron James,SF,33.0,2.1,2014-15,82.0,11.7,226.0,14.7,0.48700000000000004,CLE,37.6,2.7,3.0,0.17300000000000001,2015.0,0.44,True,True
24,187.0,0.579,323.0,32.0,0.34,94.0,0.225,160.0,36.6,31.0,27.0,3.2,13.1,5.8,158.0,22.4,1.5,219.0,0.525,417.0,82.0,0.6609999999999999,124.0,0.297,21.0,21.0,822.0,7.3,42.0,6.1,3.2,30.0,54.0,552.0,LeBron James,SF,49.0,3.2,2015-16,75.0,13.7,200.0,14.4,0.585,CLE,30.7,3.1,4.7,0.27399999999999997,2016.0,0.564,True,True
25,173.0,0.625,277.0,44.0,0.41100000000000003,107.0,0.27899999999999997,141.0,33.8,32.0,23.0,2.6,11.5,4.2,145.0,21.6,1.1,217.0,0.565,384.0,113.0,0.698,162.0,0.42200000000000004,18.0,18.0,744.0,7.3,19.0,3.1,3.2,30.1,43.0,591.0,LeBron James,SF,35.0,2.3,2016-17,72.0,13.7,164.0,12.8,0.649,CLE,31.6,2.5,4.3,0.275,2017.0,0.622,True,True
27,635.0,0.48100000000000004,1320.0,58.0,0.406,143.0,0.098,370.0,18.5,23.0,53.0,1.0,5.3,2.6,636.0,23.6,5.6,693.0,0.474,1463.0,301.0,0.836,360.0,0.24600000000000002,82.0,82.0,2955.0,2.7,216.0,8.3,5.6,20.5,279.0,1745.0,Larry Bird,PF,143.0,2.3,1979-80,263.0,14.0,852.0,16.0,0.5379999999999999,BOS,25.3,5.4,11.2,0.182,1980.0,0.494,False,True
28,699.0,0.489,1429.0,20.0,0.27,74.0,0.049,451.0,20.4,24.0,63.0,1.1,5.1,3.0,704.0,23.8,6.1,719.0,0.478,1503.0,283.0,0.863,328.0,0.218,82.0,82.0,3239.0,2.1,191.0,7.0,4.7,19.9,239.0,1741.0,Larry Bird,PF,161.0,2.4,1980-81,289.0,14.9,895.0,15.7,0.528,BOS,24.3,5.8,10.8,0.16,1981.0,0.485,False,True
29,700.0,0.514,1362.0,11.0,0.212,52.0,0.037000000000000005,447.0,22.5,25.0,66.0,1.2,7.5,3.3,637.0,23.4,5.7,711.0,0.503,1414.0,328.0,0.863,380.0,0.26899999999999996,77.0,58.0,2923.0,4.1,200.0,7.7,6.8,22.6,244.0,1761.0,Larry Bird,PF,143.0,2.3,1981-82,254.0,13.8,837.0,15.8,0.557,BOS,25.2,7.0,12.5,0.205,1982.0,0.507,False,True
30,725.0,0.516,1404.0,22.0,0.28600000000000003,77.0,0.052000000000000005,458.0,22.4,26.0,71.0,1.3,7.6,2.9,677.0,24.2,5.6,747.0,0.504,1481.0,351.0,0.84,418.0,0.282,79.0,79.0,2982.0,4.7,193.0,7.0,8.4,24.1,197.0,1867.0,Larry Bird,PF,148.0,2.3,1982-83,240.0,12.6,870.0,15.7,0.561,BOS,25.0,7.2,14.0,0.225,1983.0,0.512,False,True
31,740.0,0.504,1469.0,18.0,0.247,73.0,0.047,520.0,26.2,27.0,69.0,1.3,7.8,3.0,615.0,22.3,5.6,758.0,0.49200000000000005,1542.0,374.0,0.888,421.0,0.273,79.0,77.0,3028.0,4.7,181.0,7.0,7.9,24.2,197.0,1908.0,Larry Bird,PF,144.0,2.3,1983-84,237.0,12.1,796.0,14.9,0.552,BOS,26.7,7.4,13.6,0.215,1984.0,0.49700000000000005,False,True
32,862.0,0.529,1629.0,56.0,0.42700000000000005,131.0,0.07400000000000001,531.0,25.7,28.0,98.0,1.7,8.5,2.4,678.0,22.6,5.2,918.0,0.522,1760.0,403.0,0.882,457.0,0.26,80.0,77.0,3161.0,6.1,164.0,6.0,10.5,26.5,208.0,2295.0,Larry Bird,SF,129.0,1.9,1984-85,248.0,11.2,842.0,14.7,0.585,BOS,28.5,8.4,15.7,0.23800000000000002,1985.0,0.5379999999999999,False,True
33,714.0,0.506,1412.0,82.0,0.423,194.0,0.121,557.0,26.3,29.0,51.0,0.9,9.1,2.8,615.0,20.4,6.2,796.0,0.496,1606.0,441.0,0.8959999999999999,492.0,0.306,82.0,81.0,3113.0,6.4,190.0,7.2,9.6,25.6,182.0,2115.0,Larry Bird,SF,166.0,2.5,1985-86,266.0,12.7,805.0,14.2,0.58,BOS,27.6,8.7,15.8,0.244,1986.0,0.521,False,True
34,696.0,0.547,1272.0,90.0,0.4,225.0,0.15,566.0,28.6,30.0,70.0,1.3,9.2,2.1,558.0,19.2,4.8,786.0,0.525,1497.0,414.0,0.91,455.0,0.304,74.0,73.0,3005.0,7.1,124.0,5.1,10.4,26.4,185.0,2076.0,Larry Bird,SF,135.0,2.2,1986-87,240.0,12.4,682.0,12.8,0.612,BOS,27.5,8.5,15.2,0.243,1987.0,0.555,False,True
35,783.0,0.546,1435.0,98.0,0.414,237.0,0.142,467.0,25.7,31.0,57.0,1.1,8.8,1.3,595.0,22.3,3.8,881.0,0.527,1672.0,415.0,0.9159999999999999,453.0,0.271,76.0,75.0,2965.0,7.5,108.0,4.6,11.2,27.8,157.0,2275.0,Larry Bird,SF,125.0,2.1,1987-88,213.0,10.2,703.0,14.0,0.608,BOS,30.2,8.1,15.0,0.243,1988.0,0.556,False,True
37,653.0,0.494,1322.0,65.0,0.33299999999999996,195.0,0.129,562.0,28.9,33.0,61.0,1.2,6.1,2.2,622.0,22.2,4.1,718.0,0.473,1517.0,319.0,0.93,343.0,0.226,75.0,75.0,2944.0,3.9,90.0,3.6,5.3,21.9,173.0,1820.0,Larry Bird,SF,106.0,1.8,1989-90,243.0,12.7,712.0,13.4,0.546,BOS,27.4,6.1,9.5,0.154,1990.0,0.495,False,True
38,385.0,0.47,819.0,77.0,0.389,198.0,0.195,431.0,25.9,34.0,58.0,1.5,4.7,2.3,456.0,20.4,3.6,462.0,0.45399999999999996,1017.0,163.0,0.8909999999999999,183.0,0.18,60.0,60.0,2277.0,2.4,53.0,2.8,3.0,19.7,118.0,1164.0,Larry Bird,SF,108.0,2.3,1990-91,187.0,14.6,509.0,12.3,0.53,BOS,23.7,3.8,6.6,0.14,1991.0,0.49200000000000005,False,True
39,301.0,0.478,630.0,52.0,0.406,128.0,0.16899999999999998,306.0,26.9,35.0,33.0,1.2,5.5,2.2,388.0,24.6,2.5,353.0,0.466,758.0,150.0,0.9259999999999999,162.0,0.214,45.0,45.0,1662.0,3.3,46.0,3.2,3.0,21.0,82.0,908.0,Larry Bird,SF,42.0,1.3,1991-92,125.0,13.1,434.0,14.4,0.547,BOS,24.7,3.1,5.5,0.159,1992.0,0.5,False,True
40,79.0,0.488,162.0,4.0,0.267,15.0,0.085,42.0,17.7,23.0,8.0,1.3,5.0,2.9,79.0,24.5,0.8,83.0,0.469,177.0,22.0,0.88,25.0,0.141,9.0,,372.0,2.2,22.0,6.7,0.3,18.3,30.0,192.0,Larry Bird,PF,14.0,1.9,1979-80,33.0,14.9,101.0,15.5,0.511,BOS,25.2,0.7,1.1,0.136,1980.0,0.48,True,True
41,144.0,0.47200000000000003,305.0,3.0,0.375,8.0,0.026000000000000002,103.0,20.8,24.0,17.0,1.3,8.3,4.5,189.0,26.7,1.7,147.0,0.47,313.0,76.0,0.894,85.0,0.272,17.0,,750.0,3.8,49.0,7.6,1.4,21.8,53.0,373.0,Larry Bird,PF,39.0,2.6,1980-81,62.0,15.0,238.0,17.6,0.532,BOS,23.2,2.0,3.1,0.198,1981.0,0.474,True,True
42,87.0,0.435,200.0,1.0,0.16699999999999998,6.0,0.028999999999999998,67.0,20.7,25.0,17.0,2.0,6.1,4.1,117.0,24.5,1.2,88.0,0.42700000000000005,206.0,37.0,0.8220000000000001,45.0,0.218,12.0,,490.0,2.0,33.0,7.2,0.3,17.9,43.0,214.0,Larry Bird,PF,23.0,2.3,1981-82,38.0,14.4,150.0,16.1,0.474,BOS,21.9,1.0,1.6,0.154,1982.0,0.43,True,True
43,48.0,0.429,112.0,1.0,0.25,4.0,0.034,41.0,28.2,26.0,3.0,0.7,7.7,4.7,55.0,24.7,0.5,49.0,0.42200000000000004,116.0,24.0,0.828,29.0,0.25,6.0,,240.0,3.0,20.0,8.9,0.2,20.3,15.0,123.0,Larry Bird,PF,13.0,2.7,1982-83,19.0,12.9,75.0,16.7,0.478,BOS,25.8,0.6,0.7,0.134,1983.0,0.42700000000000005,True,True
44,222.0,0.529,420.0,7.0,0.41200000000000003,17.0,0.039,136.0,23.2,27.0,27.0,1.7,10.2,3.9,190.0,23.1,1.7,229.0,0.524,437.0,167.0,0.879,190.0,0.435,23.0,,961.0,6.3,62.0,7.2,3.0,26.3,71.0,632.0,Larry Bird,PF,54.0,2.8,1983-84,87.0,14.3,252.0,15.0,0.607,BOS,25.9,2.9,4.7,0.23600000000000002,1984.0,0.532,True,True
45,189.0,0.473,400.0,7.0,0.28,25.0,0.059000000000000004,115.0,21.3,28.0,19.0,1.3,5.7,2.3,129.0,17.5,1.1,196.0,0.461,425.0,121.0,0.89,136.0,0.32,20.0,20.0,815.0,3.4,53.0,7.3,1.5,20.9,54.0,520.0,Larry Bird,SF,34.0,2.0,1984-85,57.0,10.5,182.0,12.4,0.536,BOS,26.8,1.6,2.6,0.155,1985.0,0.469,True,True
46,148.0,0.5379999999999999,275.0,23.0,0.41100000000000003,56.0,0.16899999999999998,148.0,28.1,29.0,11.0,0.8,10.3,2.4,134.0,18.0,1.5,171.0,0.517,331.0,101.0,0.927,109.0,0.32899999999999996,18.0,18.0,770.0,7.9,34.0,5.3,2.7,23.9,55.0,466.0,Larry Bird,SF,37.0,2.3,1985-86,47.0,11.0,168.0,12.1,0.615,BOS,23.3,2.4,4.2,0.263,1986.0,0.551,True,True
47,202.0,0.489,413.0,14.0,0.341,41.0,0.09,165.0,24.5,30.0,19.0,1.1,5.8,3.2,190.0,21.6,0.9,216.0,0.47600000000000003,454.0,176.0,0.912,193.0,0.425,23.0,23.0,1015.0,2.6,41.0,5.0,2.4,21.8,55.0,622.0,Larry Bird,SF,27.0,1.3,1986-87,71.0,11.6,231.0,13.6,0.5770000000000001,BOS,25.9,2.0,3.2,0.152,1987.0,0.491,True,True
48,140.0,0.45799999999999996,306.0,12.0,0.375,32.0,0.095,115.0,26.1,31.0,14.0,1.1,6.2,3.3,121.0,19.0,1.2,152.0,0.45,338.0,101.0,0.894,113.0,0.33399999999999996,17.0,17.0,763.0,2.9,29.0,4.7,1.2,20.2,45.0,417.0,Larry Bird,SF,36.0,2.5,1987-88,49.0,11.2,150.0,11.9,0.5379999999999999,BOS,25.9,1.6,2.4,0.151,1988.0,0.467,True,True
49,39.0,0.488,80.0,5.0,0.263,19.0,0.192,44.0,28.8,33.0,5.0,1.4,2.1,1.8,39.0,21.7,0.0,44.0,0.444,99.0,29.0,0.9059999999999999,32.0,0.32299999999999995,5.0,5.0,207.0,0.3,7.0,4.4,0.4,20.7,10.0,122.0,Larry Bird,SF,5.0,1.2,1989-90,18.0,13.7,46.0,13.6,0.539,BOS,26.7,0.2,0.4,0.10300000000000001,1990.0,0.47,True,True
50,59.0,0.45,131.0,3.0,0.14300000000000002,21.0,0.138,65.0,23.7,34.0,3.0,0.5,2.2,2.1,64.0,17.6,0.4,62.0,0.408,152.0,44.0,0.863,51.0,0.336,10.0,10.0,396.0,0.1,8.0,2.4,0.3,15.8,28.0,171.0,Larry Bird,SF,13.0,1.7,1990-91,19.0,9.8,72.0,10.4,0.49,BOS,21.4,0.4,0.6,0.078,1991.0,0.418,True,True
51,21.0,0.568,37.0,0.0,0.0,5.0,0.11900000000000001,21.0,27.8,35.0,2.0,1.3,1.6,2.1,16.0,19.6,0.1,21.0,0.5,42.0,3.0,0.75,4.0,0.095,4.0,2.0,107.0,-0.6,2.0,2.2,0.1,16.4,7.0,45.0,Larry Bird,SF,1.0,0.5,1991-92,6.0,12.1,18.0,10.4,0.514,BOS,20.6,0.1,0.2,0.069,1992.0,0.5,True,True
52,496.0,0.54,918.0,7.0,0.226,31.0,0.033,563.0,25.2,20.0,41.0,0.8,5.5,2.2,430.0,15.4,4.3,503.0,0.53,949.0,374.0,0.81,462.0,0.48700000000000004,77.0,,2795.0,3.3,166.0,7.1,6.2,20.6,218.0,1387.0,Magic Johnson,SG,187.0,3.1,1979-80,305.0,20.9,596.0,11.6,0.602,LAL,20.9,5.3,10.5,0.18,1980.0,0.534,False,True
53,309.0,0.542,570.0,3.0,0.17600000000000002,17.0,0.028999999999999998,317.0,31.8,21.0,27.0,1.0,9.2,3.6,219.0,16.4,2.6,312.0,0.532,587.0,171.0,0.76,225.0,0.38299999999999995,37.0,,1371.0,5.7,101.0,8.5,3.8,25.7,100.0,798.0,Magic Johnson,SG,127.0,4.3,1980-81,143.0,17.2,320.0,12.7,0.5820000000000001,LAL,24.3,3.9,6.4,0.225,1981.0,0.534,False,True
54,550.0,0.546,1007.0,6.0,0.207,29.0,0.027999999999999997,743.0,31.0,22.0,34.0,0.6,8.3,3.2,499.0,17.5,4.8,556.0,0.537,1036.0,329.0,0.76,433.0,0.418,78.0,77.0,2991.0,5.1,252.0,9.5,8.1,22.9,223.0,1447.0,Magic Johnson,SG,208.0,3.2,1981-82,286.0,18.9,751.0,13.7,0.59,LAL,20.1,7.8,12.9,0.207,1982.0,0.54,False,True
55,511.0,0.56,912.0,0.0,0.0,21.0,0.023,829.0,34.4,23.0,47.0,0.9,7.4,2.3,469.0,17.1,3.8,511.0,0.5479999999999999,933.0,304.0,0.8,380.0,0.40700000000000003,79.0,79.0,2907.0,5.1,214.0,8.5,8.8,23.0,200.0,1326.0,Magic Johnson,SG,176.0,2.8,1982-83,301.0,21.5,683.0,13.0,0.603,LAL,19.0,6.9,12.5,0.207,1983.0,0.5479999999999999,False,True
56,435.0,0.579,751.0,6.0,0.207,29.0,0.037000000000000005,875.0,42.5,24.0,49.0,1.0,6.1,1.9,392.0,16.1,3.6,441.0,0.565,780.0,290.0,0.81,358.0,0.45899999999999996,67.0,66.0,2567.0,4.1,99.0,4.7,6.7,22.6,169.0,1178.0,Magic Johnson,PG,150.0,2.7,1983-84,306.0,24.6,491.0,10.8,0.628,LAL,19.5,5.2,10.2,0.191,1984.0,0.569,False,True
57,497.0,0.5770000000000001,862.0,7.0,0.18899999999999997,37.0,0.040999999999999995,968.0,42.5,25.0,25.0,0.5,5.4,0.5,386.0,14.4,3.2,504.0,0.561,899.0,391.0,0.843,464.0,0.516,77.0,77.0,2781.0,4.9,90.0,4.1,9.5,23.2,155.0,1406.0,Magic Johnson,PG,113.0,1.9,1984-85,305.0,21.7,476.0,9.7,0.637,LAL,20.5,5.2,12.7,0.22,1985.0,0.565,False,True
58,473.0,0.541,875.0,10.0,0.233,43.0,0.047,907.0,45.1,26.0,16.0,0.3,5.9,0.7,341.0,14.3,3.1,483.0,0.526,918.0,378.0,0.871,434.0,0.473,72.0,70.0,2578.0,5.3,85.0,3.9,9.0,24.0,133.0,1354.0,Magic Johnson,PG,113.0,2.0,1985-86,273.0,19.8,426.0,9.4,0.61,LAL,21.6,5.2,12.1,0.226,1986.0,0.532,False,True
59,675.0,0.532,1269.0,8.0,0.205,39.0,0.03,977.0,47.2,27.0,36.0,0.7,8.1,0.9,382.0,13.7,3.8,683.0,0.522,1308.0,535.0,0.848,631.0,0.48200000000000004,80.0,80.0,2904.0,7.2,122.0,5.0,12.1,27.0,168.0,1909.0,Magic Johnson,PG,138.0,2.2,1986-87,300.0,15.9,504.0,9.7,0.602,LAL,26.3,7.4,15.9,0.263,1987.0,0.525,False,True
60,479.0,0.51,940.0,11.0,0.196,56.0,0.055999999999999994,858.0,45.4,28.0,13.0,0.3,5.3,0.6,361.0,14.8,3.1,490.0,0.49200000000000005,996.0,417.0,0.853,489.0,0.491,72.0,70.0,2637.0,4.7,88.0,4.0,7.8,23.1,147.0,1408.0,Magic Johnson,PG,114.0,2.1,1987-88,269.0,18.2,449.0,9.7,0.581,LAL,23.4,4.9,10.9,0.19899999999999998,1988.0,0.49700000000000005,False,True
61,520.0,0.5479999999999999,949.0,59.0,0.314,188.0,0.165,988.0,48.6,29.0,22.0,0.4,9.3,1.4,496.0,18.0,4.0,579.0,0.509,1137.0,513.0,0.9109999999999999,563.0,0.495,77.0,77.0,2886.0,7.9,111.0,4.6,12.1,26.9,172.0,1730.0,Magic Johnson,PG,138.0,2.3,1988-89,312.0,18.4,607.0,11.7,0.625,LAL,24.3,8.2,16.1,0.267,1989.0,0.535,False,True
62,440.0,0.51,862.0,106.0,0.384,276.0,0.243,907.0,45.5,30.0,34.0,0.7,9.5,1.0,394.0,14.8,3.8,546.0,0.48,1138.0,567.0,0.89,637.0,0.56,79.0,79.0,2937.0,8.6,128.0,5.2,12.8,26.6,167.0,1765.0,Magic Johnson,PG,132.0,2.2,1989-90,289.0,16.9,522.0,10.2,0.622,LAL,24.8,8.5,16.5,0.27,1990.0,0.526,False,True
63,386.0,0.532,726.0,80.0,0.32,250.0,0.256,989.0,49.3,31.0,17.0,0.3,8.3,1.2,446.0,16.9,4.2,466.0,0.47700000000000004,976.0,519.0,0.9059999999999999,573.0,0.5870000000000001,79.0,79.0,2933.0,7.1,105.0,4.3,11.2,25.1,150.0,1531.0,Magic Johnson,PG,102.0,1.8,1990-91,314.0,20.4,551.0,10.9,0.623,LAL,22.9,7.6,15.4,0.251,1991.0,0.518,False,True
64,115.0,0.48700000000000004,236.0,22.0,0.379,58.0,0.19699999999999998,220.0,34.1,36.0,13.0,1.0,3.2,0.3,143.0,17.0,1.1,137.0,0.466,294.0,172.0,0.856,201.0,0.684,32.0,9.0,958.0,2.9,40.0,5.0,2.6,21.1,48.0,468.0,Magic Johnson,PF,26.0,1.4,1995-96,103.0,21.2,183.0,11.1,0.612,LAL,22.7,1.3,3.6,0.18100000000000002,1996.0,0.503,False,True
